Person_Age,Person_Income,Loan_Amount,Credit_Score,Years_at_Job,Existing_Loans,Education_Level,Home_Ownership,Default_Next_Month,Application_Source,Application_ID
88,36943.0,46665,562,22,3,High School,Mortgage,0,Web_Portal,APP-2794
36,41094.0,43305,341,11,3,Master,Own,0,Web_Portal,APP-9731
61,195022.0,44614,443,27,1,Master,Mortgage,0,Web_Portal,APP-5919
88,132666.0,24319,764,30,4,Master,Mortgage,0,Web_Portal,APP-6537
44,169741.0,4017,414,5,4,PhD,Own,0,Web_Portal,APP-4872
33,129844.0,2629,812,24,3,Bachelor,Rent,0,Web_Portal,APP-9868
22,,6505,302,27,2,Bachelor,Rent,0,Web_Portal,APP-3254
40,64109.0,39495,655,39,1,Bachelor,Own,0,Web_Portal,APP-4412
51,172236.0,47072,568,34,2,Bachelor,Mortgage,0,Web_Portal,APP-6459
70,189899.0,6699,703,33,0,Master,Mortgage,1,Web_Portal,APP-5955
28,193762.0,5485,598,0,1,Bachelor,Mortgage,0,Web_Portal,APP-8396
79,40501.0,39636,520,31,0,Master,Rent,0,Web_Portal,APP-6414
69,80309.0,43668,416,37,3,Master,Mortgage,0,Web_Portal,APP-8399
38,191500.0,22799,443,27,4,High School,Rent,1,Web_Portal,APP-8414
73,199577.0,24430,445,32,0,Bachelor,Own,0,Web_Portal,APP-10100
70,,5987,601,16,2,Bachelor,Rent,0,Web_Portal,APP-5851
19,,22762,628,5,4,PhD,Mortgage,0,Web_Portal,APP-3025
79,180274.0,26178,554,8,2,Master,Mortgage,0,Web_Portal,APP-3615
78,36444.0,7694,697,36,1,Bachelor,Rent,0,Web_Portal,APP-8388
33,61721.0,22826,585,13,4,PhD,Mortgage,1,Web_Portal,APP-3926
20,154273.0,27082,823,20,4,Bachelor,Mortgage,0,Web_Portal,APP-2121
63,38909.0,12282,731,33,1,Bachelor,Own,0,Web_Portal,APP-3910
40,101380.0,34390,531,27,3,Master,Rent,0,Web_Portal,APP-9146
85,79090.0,5789,426,10,4,Bachelor,Own,0,Web_Portal,APP-8383
56,161779.0,5554,376,19,0,PhD,Own,1,Web_Portal,APP-4482
34,65215.0,3809,317,19,2,Master,Rent,0,Web_Portal,APP-1795
62,41832.0,5015,631,36,1,PhD,Mortgage,0,Web_Portal,APP-2575
21,95561.0,43536,384,10,3,High School,Own,0,Web_Portal,APP-7176
54,106366.0,4598,629,21,4,Master,Rent,0,Web_Portal,APP-7266
65,197198.0,39280,379,27,4,PhD,Rent,0,Web_Portal,APP-3458
27,55575.0,27888,301,19,4,High School,Rent,1,Web_Portal,APP-4312
78,,49270,668,26,3,High School,Rent,1,Legacy_System,APP-2253
64,89285.0,15184,443,6,3,PhD,Mortgage,0,Web_Portal,APP-7834
61,144135.0,27004,477,9,3,Bachelor,Own,0,Web_Portal,APP-9794
38,90043.0,47101,612,32,1,Bachelor,Mortgage,1,Web_Portal,APP-4837
31,,8488,624,35,0,PhD,Own,0,Web_Portal,APP-5398
53,161503.0,47221,618,21,1,Master,Own,0,Web_Portal,APP-4595
69,101947.0,12175,423,23,3,Bachelor,Rent,1,Web_Portal,APP-7621
27,111956.0,6416,418,13,0,Master,Own,0,Web_Portal,APP-9382
30,136779.0,32716,822,36,4,High School,Rent,1,Web_Portal,APP-3124
84,107063.0,28351,757,0,3,Master,Mortgage,0,Web_Portal,APP-4238
55,103794.0,12679,311,14,2,Bachelor,Own,0,Web_Portal,APP-6403
74,190209.0,19904,424,9,2,Bachelor,Rent,1,Web_Portal,APP-6998
68,23569.0,21014,501,38,2,PhD,Own,0,Web_Portal,APP-6938
82,135256.0,20965,493,11,4,Bachelor,Own,1,Web_Portal,APP-3045
48,60491.0,8826,646,11,4,Bachelor,Rent,0,Web_Portal,APP-2578
77,90202.0,32206,426,10,1,High School,Mortgage,1,Web_Portal,APP-1014
80,192349.0,39036,542,16,4,PhD,Mortgage,0,Web_Portal,APP-3673
23,151661.0,12717,628,2,0,Bachelor,Mortgage,0,Web_Portal,APP-8016
72,91192.0,16441,759,34,0,Bachelor,Own,0,Web_Portal,APP-9720
49,104752.0,24423,615,0,1,Master,Rent,0,Web_Portal,APP-9849
71,68465.0,17583,556,0,4,PhD,Mortgage,0,Web_Portal,APP-5812
81,182582.0,8408,372,15,2,High School,Rent,0,Web_Portal,APP-2084
32,73629.0,45967,323,4,0,PhD,Own,0,Web_Portal,APP-5983
27,48610.0,15406,749,22,3,Master,Rent,1,Web_Portal,APP-8155
36,74913.0,42703,703,11,3,PhD,Own,0,Web_Portal,APP-3884
32,147378.0,1688,795,33,4,High School,Own,0,Web_Portal,APP-1333
40,76908.0,33910,445,24,4,High School,Own,0,Legacy_System,APP-8204
76,84512.0,21644,831,25,1,Bachelor,Own,0,Web_Portal,APP-5367
42,,47475,361,25,1,High School,Own,0,Web_Portal,APP-4079
29,121276.0,2056,823,31,0,Master,Mortgage,0,Web_Portal,APP-8203
70,118856.0,29194,807,15,4,High School,Own,0,Web_Portal,APP-10909
19,179636.0,14241,839,13,0,PhD,Rent,0,Web_Portal,APP-9864
36,196833.0,19731,364,36,2,High School,Rent,0,Web_Portal,APP-1263
34,34860.0,33794,487,30,1,Master,Mortgage,1,Web_Portal,APP-5337
20,131466.0,45690,688,15,4,Bachelor,Mortgage,0,Web_Portal,APP-9895
63,166371.0,48251,731,32,3,Master,Rent,0,Web_Portal,APP-9447
78,107191.0,37763,531,22,2,PhD,Mortgage,0,Web_Portal,APP-6903
30,122785.0,12074,539,35,2,Master,Rent,0,Web_Portal,APP-2498
34,70859.0,34457,582,7,3,High School,Mortgage,0,Web_Portal,APP-5190
58,53367.0,8604,493,8,2,High School,Rent,0,Web_Portal,APP-8485
32,117561.0,6150,307,35,0,Bachelor,Rent,0,Web_Portal,APP-10643
43,109527.0,28419,588,23,4,Bachelor,Rent,0,Web_Portal,APP-9310
65,177451.0,27503,603,18,1,Bachelor,Rent,0,Legacy_System,APP-8590
87,58311.0,29994,326,18,2,Master,Mortgage,1,Web_Portal,APP-1500
36,116421.0,7195,391,20,2,Bachelor,Own,0,Web_Portal,APP-10155
89,99072.0,13705,691,23,0,Master,Own,0,Web_Portal,APP-10414
70,96830.0,21405,500,1,3,Master,Rent,0,Web_Portal,APP-4095
42,107007.0,39334,386,16,3,PhD,Own,0,Web_Portal,APP-5631
81,102970.0,45697,374,11,1,High School,Own,0,Web_Portal,APP-1367
82,168408.0,3221,423,16,1,Bachelor,Mortgage,0,Web_Portal,APP-5058
75,56640.0,41536,804,23,3,PhD,Mortgage,0,Web_Portal,APP-9174
45,154718.0,1284,520,26,1,Bachelor,Own,0,Web_Portal,APP-5630
42,100262.0,14736,308,25,3,Bachelor,Mortgage,0,Web_Portal,APP-7070
50,,34556,776,21,2,Bachelor,Own,0,Web_Portal,APP-3664
36,115424.0,19485,408,3,4,Bachelor,Rent,0,Web_Portal,APP-2026
80,23143.0,20687,769,13,2,Bachelor,Mortgage,0,Web_Portal,APP-6908
36,80285.0,5731,400,28,1,PhD,Mortgage,0,Web_Portal,APP-6050
68,136524.0,35148,769,13,4,High School,Own,0,Web_Portal,APP-7328
69,88024.0,37874,308,15,3,Bachelor,Own,0,Web_Portal,APP-10733
83,27248.0,40103,733,19,4,High School,Rent,1,Web_Portal,APP-2691
38,20944.0,27854,558,4,0,PhD,Own,0,Web_Portal,APP-1673
46,124691.0,15730,440,20,3,High School,Own,1,Web_Portal,APP-6572
73,44406.0,21721,349,9,3,Bachelor,Mortgage,0,Web_Portal,APP-6766
57,48830.0,20843,317,26,1,Master,Mortgage,1,Web_Portal,APP-6156
73,95675.0,49536,563,21,2,PhD,Rent,0,Web_Portal,APP-1733
27,28070.0,37097,382,30,0,Master,Mortgage,0,Web_Portal,APP-4526
63,125789.0,4550,428,29,4,PhD,Own,0,Web_Portal,APP-1568
79,75871.0,25017,789,2,2,High School,Own,0,Web_Portal,APP-10187
83,130551.0,12870,512,12,4,Master,Mortgage,0,Web_Portal,APP-3922
20,116784.0,9097,373,12,4,Bachelor,Mortgage,0,Web_Portal,APP-8911
86,73276.0,8377,306,26,0,PhD,Rent,0,Web_Portal,APP-2558
82,106478.0,28649,396,39,4,PhD,Own,1,Web_Portal,APP-1101
34,117449.0,43397,681,19,0,PhD,Own,0,Web_Portal,APP-4007
37,123083.0,24651,354,32,4,Bachelor,Own,0,Web_Portal,APP-8201
67,173560.0,26597,519,0,3,Bachelor,Rent,0,Web_Portal,APP-1303
82,158991.0,41533,343,8,3,High School,Own,0,Web_Portal,APP-1076
84,164599.0,18314,773,26,2,High School,Mortgage,0,Web_Portal,APP-7754
84,60533.0,41920,470,39,4,Bachelor,Mortgage,0,Web_Portal,APP-9629
31,187813.0,9158,540,24,4,High School,Mortgage,0,Web_Portal,APP-2208
59,182001.0,33908,440,16,0,PhD,Mortgage,0,Web_Portal,APP-8742
59,43655.0,28003,436,4,4,PhD,Mortgage,0,Web_Portal,APP-9214
53,113330.0,13885,312,27,2,High School,Own,0,Web_Portal,APP-9944
65,160285.0,8924,328,11,4,High School,Mortgage,0,Web_Portal,APP-9413
67,,27630,467,18,4,High School,Rent,0,Web_Portal,APP-2775
27,172601.0,46437,637,11,2,Bachelor,Rent,0,Web_Portal,APP-4473
57,77888.0,18938,342,14,1,PhD,Rent,0,Web_Portal,APP-1483
62,56972.0,43380,556,10,1,High School,Rent,0,Web_Portal,APP-3189
33,155372.0,23885,389,18,3,Bachelor,Mortgage,0,Web_Portal,APP-1346
43,26800.0,40598,677,10,1,Bachelor,Rent,0,Web_Portal,APP-6481
86,69671.0,39315,408,36,2,High School,Mortgage,1,Web_Portal,APP-9361
61,70897.0,20870,547,16,2,High School,Mortgage,1,Web_Portal,APP-2472
57,191742.0,11004,358,3,1,Bachelor,Own,1,Web_Portal,APP-6100
38,56345.0,4098,483,30,3,Master,Own,1,Web_Portal,APP-7765
87,172050.0,10933,331,11,1,PhD,Rent,0,Web_Portal,APP-9706
76,175232.0,14692,390,20,3,Bachelor,Mortgage,1,Web_Portal,APP-5929
19,136826.0,30622,523,19,3,PhD,Rent,0,Web_Portal,APP-7329
73,106479.0,11920,436,13,4,Master,Own,0,Web_Portal,APP-3609
78,44578.0,49790,658,27,3,PhD,Mortgage,1,Web_Portal,APP-1003
48,94289.0,22515,615,33,3,PhD,Own,0,Web_Portal,APP-3213
53,149860.0,40276,324,8,0,High School,Rent,0,Web_Portal,APP-5827
44,107340.0,17653,579,29,3,Master,Rent,0,Web_Portal,APP-1856
45,177908.0,28279,820,32,2,PhD,Rent,0,Web_Portal,APP-7977
89,109229.0,49259,841,37,2,High School,Mortgage,0,Web_Portal,APP-6885
40,29797.0,9117,766,15,4,PhD,Rent,0,Web_Portal,APP-1624
64,193036.0,34531,672,38,4,Bachelor,Mortgage,0,Web_Portal,APP-1290
59,44496.0,38375,323,18,0,Master,Mortgage,0,Web_Portal,APP-3018
38,158056.0,18701,669,26,3,Master,Own,0,Web_Portal,APP-1668
68,145885.0,20290,446,29,4,High School,Rent,0,Web_Portal,APP-9921
74,53329.0,40204,796,9,4,PhD,Rent,1,Web_Portal,APP-9264
26,114200.0,6259,823,37,2,Master,Rent,1,Web_Portal,APP-10696
69,138458.0,32742,741,21,1,PhD,Own,0,Web_Portal,APP-2631
21,172178.0,18945,732,26,0,PhD,Own,0,Web_Portal,APP-6170
89,169501.0,12507,563,7,0,Bachelor,Own,0,Web_Portal,APP-8205
55,87839.0,11811,752,9,4,Bachelor,Mortgage,0,Web_Portal,APP-3522
36,184141.0,48266,837,26,1,PhD,Mortgage,0,Web_Portal,APP-3215
67,158904.0,2547,357,19,3,High School,Own,0,Web_Portal,APP-7968
39,81292.0,45388,654,29,0,Bachelor,Mortgage,0,Web_Portal,APP-7496
29,163156.0,44281,718,17,0,High School,Own,1,Web_Portal,APP-7213
52,121976.0,21801,460,15,4,PhD,Mortgage,0,Web_Portal,APP-8032
73,94491.0,38815,560,26,4,Master,Rent,0,Web_Portal,APP-8420
53,73744.0,45378,557,3,4,High School,Rent,1,Web_Portal,APP-2107
36,71550.0,12004,669,0,3,Bachelor,Rent,0,Web_Portal,APP-1450
24,62320.0,37589,339,37,0,Master,Rent,0,Web_Portal,APP-7289
81,37918.0,38637,566,37,3,Bachelor,Rent,0,Web_Portal,APP-10966
79,77923.0,35341,693,38,4,Master,Own,0,Web_Portal,APP-1135
64,149909.0,36637,815,19,4,PhD,Rent,0,Web_Portal,APP-2785
30,45444.0,25687,737,35,3,High School,Own,1,Web_Portal,APP-4404
80,78817.0,22747,673,18,2,Master,Mortgage,0,Web_Portal,APP-3906
60,38254.0,18083,459,3,4,High School,Own,0,Web_Portal,APP-9304
77,126134.0,15662,451,10,3,PhD,Own,0,Web_Portal,APP-8492
27,183543.0,17240,355,28,0,PhD,Mortgage,0,Web_Portal,APP-7100
29,36285.0,2862,362,9,3,PhD,Mortgage,0,Web_Portal,APP-5504
76,29495.0,36940,772,26,0,Master,Rent,1,Web_Portal,APP-6053
75,138005.0,41586,606,3,4,PhD,Own,0,Web_Portal,APP-6205
61,72092.0,33402,791,28,1,Master,Own,0,Web_Portal,APP-5080
88,23531.0,42221,452,38,2,PhD,Own,0,Web_Portal,APP-7918
42,43354.0,49760,513,21,1,Bachelor,Rent,0,Web_Portal,APP-7802
81,54814.0,40766,398,33,3,PhD,Rent,0,Web_Portal,APP-6206
38,56051.0,15770,517,10,0,High School,Mortgage,0,Web_Portal,APP-1532
47,144158.0,33894,589,38,2,PhD,Mortgage,0,Web_Portal,APP-5830
53,157513.0,46593,436,11,2,High School,Own,1,Web_Portal,APP-5038
65,197501.0,26030,750,33,4,High School,Own,0,Web_Portal,APP-5084
83,91880.0,2020,432,26,3,Master,Rent,0,Web_Portal,APP-4204
59,,32356,615,6,4,High School,Rent,0,Web_Portal,APP-8110
69,72055.0,43876,376,8,1,Master,Mortgage,0,Web_Portal,APP-1330
56,195847.0,25919,444,3,1,Master,Own,1,Web_Portal,APP-5957
64,71782.0,45688,813,6,2,Bachelor,Own,0,Web_Portal,APP-4033
30,33654.0,45884,668,16,4,High School,Mortgage,0,Web_Portal,APP-8684
61,99453.0,3047,616,33,3,Master,Own,1,Web_Portal,APP-2597
33,126993.0,5007,772,22,0,Master,Own,1,Web_Portal,APP-10919
35,110381.0,24456,330,29,4,Master,Rent,1,Web_Portal,APP-4597
48,176454.0,24349,762,14,1,High School,Own,1,Web_Portal,APP-10038
89,96949.0,4412,440,12,1,High School,Own,0,Web_Portal,APP-9001
18,186471.0,3614,322,7,3,Master,Rent,1,Web_Portal,APP-1590
51,122903.0,24050,807,0,0,Bachelor,Mortgage,1,Web_Portal,APP-1647
76,42601.0,29629,468,5,3,High School,Own,1,Web_Portal,APP-10102
28,82995.0,12346,495,34,1,PhD,Mortgage,0,Web_Portal,APP-9015
79,52646.0,26358,465,26,4,Bachelor,Own,0,Web_Portal,APP-4771
44,58795.0,16826,822,2,2,PhD,Mortgage,0,Web_Portal,APP-10039
35,179828.0,7817,705,12,1,Master,Mortgage,0,Web_Portal,APP-6082
32,135310.0,29481,718,21,3,Bachelor,Mortgage,0,Web_Portal,APP-8882
19,136815.0,48940,643,10,1,Master,Own,0,Web_Portal,APP-10362
36,178907.0,45515,695,37,0,Master,Rent,0,Web_Portal,APP-5210
56,159859.0,7499,697,21,0,High School,Mortgage,0,Web_Portal,APP-9834
70,,49049,402,18,4,Bachelor,Own,0,Web_Portal,APP-9699
49,60725.0,18383,420,22,0,High School,Own,1,Web_Portal,APP-2795
39,143775.0,33205,688,7,0,Master,Rent,0,Web_Portal,APP-3586
23,189164.0,35345,440,1,0,PhD,Own,0,Web_Portal,APP-9355
67,110998.0,46690,394,20,3,PhD,Rent,0,Web_Portal,APP-3316
82,83969.0,33780,834,30,2,PhD,Rent,0,Web_Portal,APP-5185
43,118737.0,31792,610,33,4,PhD,Rent,0,Web_Portal,APP-9827
58,177473.0,3657,351,18,0,Bachelor,Own,0,Web_Portal,APP-8072
42,74431.0,37795,431,38,3,PhD,Mortgage,0,Web_Portal,APP-6234
42,37111.0,28256,579,3,3,Master,Rent,0,Web_Portal,APP-9743
22,132016.0,49302,380,0,3,Bachelor,Rent,0,Web_Portal,APP-9670
89,176100.0,9992,408,29,4,PhD,Rent,0,Web_Portal,APP-5768
42,24570.0,13304,627,32,0,High School,Rent,1,Web_Portal,APP-10972
38,67547.0,2283,843,25,1,PhD,Rent,1,Web_Portal,APP-8144
89,42525.0,47112,667,0,2,PhD,Own,0,Web_Portal,APP-3913
19,23974.0,29197,564,32,1,High School,Rent,0,Web_Portal,APP-10871
34,98033.0,17044,505,16,3,PhD,Rent,0,Web_Portal,APP-10893
67,89001.0,43231,721,7,3,Bachelor,Rent,0,Web_Portal,APP-3075
76,70526.0,25324,628,32,3,Bachelor,Rent,0,Web_Portal,APP-5302
47,31164.0,7834,473,13,1,High School,Rent,0,Web_Portal,APP-6822
18,170434.0,32688,649,20,4,High School,Own,0,Web_Portal,APP-3149
26,160934.0,19648,309,26,4,Bachelor,Mortgage,0,Web_Portal,APP-1144
46,149401.0,14598,493,36,3,Master,Rent,0,Web_Portal,APP-5963
28,137240.0,21688,530,35,2,High School,Mortgage,0,Web_Portal,APP-9159
34,172625.0,13150,844,28,2,Bachelor,Rent,1,Web_Portal,APP-10030
37,65950.0,4894,667,32,4,Master,Own,0,Web_Portal,APP-5775
24,122870.0,40144,702,26,4,Bachelor,Rent,0,Web_Portal,APP-9933
36,120196.0,7292,339,4,0,Master,Mortgage,0,Web_Portal,APP-8749
36,197966.0,21064,715,32,0,Master,Own,1,Web_Portal,APP-10828
36,51516.0,24467,834,19,0,Master,Mortgage,0,Web_Portal,APP-10214
36,122269.0,42863,722,3,3,PhD,Rent,1,Web_Portal,APP-7060
59,161902.0,26127,351,17,0,Bachelor,Mortgage,0,Web_Portal,APP-10475
83,39377.0,23188,770,3,3,Master,Rent,0,Web_Portal,APP-7409
20,39359.0,10176,575,28,4,Master,Rent,1,Web_Portal,APP-4317
68,90779.0,40751,580,2,3,High School,Mortgage,0,Web_Portal,APP-8464
38,82670.0,44077,669,19,1,PhD,Mortgage,0,Web_Portal,APP-4061
67,197183.0,15332,749,15,0,PhD,Mortgage,1,Web_Portal,APP-2355
64,81683.0,33228,441,27,1,Bachelor,Own,0,Web_Portal,APP-5514
20,61716.0,23713,547,33,0,Bachelor,Mortgage,0,Web_Portal,APP-6505
65,39763.0,11767,480,31,0,PhD,Rent,0,Web_Portal,APP-6250
86,21607.0,39663,774,28,4,Master,Mortgage,0,Web_Portal,APP-5511
46,41825.0,45677,801,20,2,High School,Mortgage,1,Web_Portal,APP-2730
62,165848.0,1635,306,4,2,Bachelor,Own,0,Web_Portal,APP-2758
43,195156.0,16958,778,34,4,High School,Rent,0,Web_Portal,APP-7650
50,131513.0,4678,653,23,4,Master,Own,1,Web_Portal,APP-7646
63,122181.0,19908,532,8,2,High School,Mortgage,1,Web_Portal,APP-10860
34,82072.0,39221,572,11,3,Bachelor,Rent,0,Web_Portal,APP-5139
41,75820.0,20806,396,13,4,Master,Mortgage,0,Web_Portal,APP-10393
52,92644.0,14194,760,27,3,PhD,Rent,0,Web_Portal,APP-6123
69,198772.0,3028,480,4,2,High School,Mortgage,0,Web_Portal,APP-1000
25,185299.0,33141,323,13,1,High School,Mortgage,0,Web_Portal,APP-2864
18,74399.0,47266,558,30,2,High School,Mortgage,0,Web_Portal,APP-1543
36,156559.0,21592,570,26,1,High School,Own,0,Web_Portal,APP-1349
78,27139.0,29219,470,28,4,High School,Mortgage,1,Web_Portal,APP-7906
21,96524.0,11943,324,28,3,PhD,Own,0,Web_Portal,APP-10765
70,67931.0,19733,486,39,1,Master,Own,1,Web_Portal,APP-3523
45,161294.0,10260,432,38,3,Bachelor,Rent,1,Web_Portal,APP-4464
45,48016.0,26352,831,6,0,Bachelor,Rent,1,Web_Portal,APP-1457
64,103420.0,39546,301,15,2,PhD,Rent,0,Web_Portal,APP-4023
26,192120.0,14302,334,30,1,Bachelor,Mortgage,0,Web_Portal,APP-8261
79,199119.0,17795,723,29,2,Master,Mortgage,0,Web_Portal,APP-10515
66,98283.0,40109,542,7,3,Master,Own,0,Web_Portal,APP-8872
70,138636.0,1761,340,5,4,High School,Own,0,Web_Portal,APP-7625
76,197563.0,20061,739,31,0,High School,Rent,1,Web_Portal,APP-3534
45,75030.0,36785,608,7,2,PhD,Mortgage,0,Legacy_System,APP-1131
46,181545.0,23416,366,8,1,High School,Mortgage,0,Web_Portal,APP-4704
46,20045.0,44466,672,25,4,Bachelor,Mortgage,0,Web_Portal,APP-2372
23,64840.0,31519,801,19,3,PhD,Rent,1,Web_Portal,APP-7200
21,44315.0,26308,638,3,4,Bachelor,Mortgage,0,Web_Portal,APP-5856
48,122985.0,7371,640,6,4,Bachelor,Mortgage,0,Web_Portal,APP-5712
65,81726.0,4646,581,21,4,High School,Mortgage,1,Web_Portal,APP-6544
25,,27091,366,5,0,High School,Mortgage,0,Web_Portal,APP-2413
79,69334.0,42999,451,10,3,Master,Rent,0,Web_Portal,APP-5113
25,85592.0,13282,598,27,2,Master,Rent,0,Web_Portal,APP-1655
64,85615.0,17241,592,39,4,Bachelor,Own,0,Web_Portal,APP-9137
56,177997.0,10514,641,35,2,High School,Mortgage,0,Web_Portal,APP-5098
72,163641.0,1620,647,25,3,Master,Mortgage,1,Web_Portal,APP-1592
78,168017.0,35581,788,8,2,Bachelor,Rent,1,Web_Portal,APP-9708
45,70235.0,12573,601,1,0,Master,Own,0,Web_Portal,APP-4123
26,178147.0,44104,542,4,4,Master,Rent,1,Web_Portal,APP-4047
71,187225.0,2341,522,16,4,Master,Mortgage,1,Web_Portal,APP-4887
31,59599.0,34158,687,15,2,High School,Rent,0,Web_Portal,APP-6735
55,146888.0,23127,627,28,2,PhD,Own,0,Web_Portal,APP-3184
25,101049.0,19930,618,38,0,High School,Own,0,Web_Portal,APP-3145
74,62692.0,19190,678,17,4,PhD,Rent,0,Web_Portal,APP-8047
72,78249.0,29962,390,22,4,Master,Own,0,Web_Portal,APP-4105
27,61986.0,7770,604,26,1,PhD,Own,0,Web_Portal,APP-10233
69,165872.0,36453,413,4,4,High School,Own,0,Web_Portal,APP-10096
23,126924.0,12503,507,21,4,PhD,Mortgage,0,Web_Portal,APP-3769
66,107208.0,7842,823,37,0,Master,Rent,0,Web_Portal,APP-6221
33,103138.0,15184,744,16,4,Master,Mortgage,0,Web_Portal,APP-6833
52,56080.0,43936,558,7,3,PhD,Rent,0,Web_Portal,APP-2732
52,53387.0,32126,765,5,0,High School,Rent,1,Web_Portal,APP-1265
38,,17938,848,38,1,Bachelor,Rent,0,Web_Portal,APP-6144
67,26677.0,11292,314,32,3,PhD,Rent,0,Web_Portal,APP-9267
38,161099.0,12055,816,23,0,PhD,Own,0,Web_Portal,APP-4937
25,182948.0,24505,779,12,2,High School,Own,0,Web_Portal,APP-1761
54,76795.0,16876,594,31,1,Master,Rent,0,Web_Portal,APP-8220
56,92613.0,41120,498,17,4,Master,Own,0,Web_Portal,APP-9439
39,119007.0,20332,353,38,0,PhD,Mortgage,1,Web_Portal,APP-4257
34,37013.0,3583,346,14,3,PhD,Own,0,Web_Portal,APP-5338
64,170933.0,15415,616,15,4,Bachelor,Mortgage,0,Web_Portal,APP-5362
31,153071.0,11191,463,23,4,High School,Own,0,Web_Portal,APP-1316
49,124004.0,24212,451,16,1,High School,Own,0,Web_Portal,APP-9069
53,70547.0,28728,649,33,3,PhD,Own,0,Web_Portal,APP-2851
32,57869.0,14901,348,33,4,Bachelor,Rent,0,Web_Portal,APP-3484
81,105222.0,43273,545,11,4,Bachelor,Rent,0,Web_Portal,APP-10873
51,,9544,759,5,2,PhD,Own,1,Web_Portal,APP-10574
27,,33679,318,25,2,Bachelor,Own,0,Web_Portal,APP-2078
29,28430.0,29003,319,27,1,PhD,Mortgage,0,Web_Portal,APP-9358
38,27466.0,14837,583,8,2,Bachelor,Own,0,Web_Portal,APP-8333
74,69431.0,3587,421,11,4,Master,Own,0,Web_Portal,APP-2071
20,23093.0,38344,716,26,1,PhD,Mortgage,1,Web_Portal,APP-1103
61,24370.0,19636,726,4,3,High School,Rent,0,Web_Portal,APP-6748
20,139894.0,26587,737,29,3,Master,Rent,1,Web_Portal,APP-2418
86,26862.0,14351,721,3,1,High School,Own,0,Web_Portal,APP-2658
20,46245.0,7639,839,5,4,High School,Mortgage,0,Web_Portal,APP-6284
33,158691.0,43218,777,32,0,Master,Rent,0,Web_Portal,APP-2149
82,169532.0,38131,409,17,3,Bachelor,Rent,0,Web_Portal,APP-8150
83,130449.0,23628,540,25,1,Bachelor,Own,0,Web_Portal,APP-2568
82,139277.0,20760,607,37,4,Master,Rent,0,Web_Portal,APP-2087
47,28301.0,41701,349,13,2,Master,Own,0,Web_Portal,APP-7085
88,74288.0,6840,757,39,0,Master,Mortgage,1,Web_Portal,APP-9674
71,80750.0,2195,675,16,4,High School,Mortgage,0,Web_Portal,APP-9341
80,68241.0,17699,759,13,2,PhD,Rent,0,Web_Portal,APP-8811
34,42791.0,27490,417,2,1,Bachelor,Own,0,Web_Portal,APP-7084
30,186153.0,7494,324,8,1,High School,Mortgage,0,Web_Portal,APP-9773
35,100882.0,1500,798,24,4,Bachelor,Rent,1,Web_Portal,APP-9757
63,24369.0,19214,508,12,0,High School,Rent,1,Web_Portal,APP-2692
71,22118.0,47366,800,38,4,Master,Own,0,Web_Portal,APP-5734
60,148807.0,28870,644,9,2,Bachelor,Rent,1,Web_Portal,APP-4387
26,82969.0,17471,439,28,4,PhD,Rent,0,Web_Portal,APP-4646
36,47032.0,17472,614,25,4,High School,Rent,0,Web_Portal,APP-2683
70,30129.0,3413,512,36,3,PhD,Mortgage,1,Web_Portal,APP-1008
86,78945.0,18839,401,36,2,PhD,Mortgage,0,Web_Portal,APP-7062
58,37970.0,28977,387,35,0,PhD,Own,0,Web_Portal,APP-7516
86,22665.0,8145,428,23,3,Bachelor,Rent,0,Web_Portal,APP-5123
87,128798.0,17035,627,14,1,Bachelor,Mortgage,0,Web_Portal,APP-9729
87,43560.0,28002,436,1,1,Bachelor,Mortgage,0,Web_Portal,APP-7045
30,85263.0,49979,320,7,4,Master,Own,0,Web_Portal,APP-1567
28,110218.0,34040,376,18,0,PhD,Own,0,Web_Portal,APP-10161
24,76063.0,18495,473,15,2,Bachelor,Mortgage,0,Web_Portal,APP-2803
68,126023.0,22401,502,32,4,PhD,Own,0,Web_Portal,APP-9501
61,171563.0,35758,584,13,0,PhD,Own,1,Web_Portal,APP-5900
45,147962.0,29794,723,31,1,Bachelor,Rent,1,Web_Portal,APP-2599
43,135407.0,1767,649,39,1,Bachelor,Mortgage,0,Web_Portal,APP-8931
23,30133.0,2672,580,11,4,High School,Own,0,Web_Portal,APP-10547
29,186916.0,22459,675,8,0,PhD,Mortgage,0,Web_Portal,APP-3823
67,20615.0,43142,478,18,0,Master,Mortgage,0,Web_Portal,APP-6467
49,58921.0,15372,694,15,1,PhD,Rent,0,Web_Portal,APP-4529
46,,8178,701,18,2,PhD,Own,1,Web_Portal,APP-9683
31,167950.0,43523,762,39,0,Master,Mortgage,0,Legacy_System,APP-2155
20,85074.0,28144,823,14,0,Bachelor,Mortgage,0,Web_Portal,APP-7547
68,115335.0,12490,340,29,4,Master,Own,1,Web_Portal,APP-10088
26,172330.0,21856,492,21,1,Bachelor,Rent,1,Web_Portal,APP-8620
69,84509.0,3773,326,14,1,High School,Own,0,Web_Portal,APP-9296
19,92553.0,26072,823,34,0,Bachelor,Rent,1,Web_Portal,APP-5540
82,172236.0,9903,807,19,4,Master,Own,0,Web_Portal,APP-10134
75,158148.0,45504,669,38,3,PhD,Own,1,Web_Portal,APP-7482
20,,10609,501,15,1,Bachelor,Rent,1,Web_Portal,APP-6826
