SqFt,Bedrooms,Bathrooms,Age,Neighborhood,Garage,Price
3930,2,2,9,Urban,1,635837.0705447425
1353,5,1,98,Urban,1,311249.2261806522
1982,4,2,11,Rural,1,368025.69654773135
3655,1,1,49,Rural,0,548598.11848166
1054,2,3,16,Urban,0,198320.8599068614
3008,3,1,58,Rural,1,515095.55687336443
3584,3,2,87,Rural,0,601967.1452705922
4060,3,1,23,Urban,1,650970.2944044673
3509,2,2,97,Rural,1,555026.1295382187
3493,2,2,20,Urban,0,576598.5918622921
1295,3,2,65,Urban,0,239399.70205963144
840,1,2,16,Urban,0,137602.80559205564
3473,4,3,59,Rural,1,586338.9672418192
2454,4,2,57,Rural,0,445089.76109837205
3311,1,2,81,Urban,0,520836.6445038524
3563,5,3,5,Urban,0,640310.3264017324
2983,4,1,0,Suburban,1,539621.0382258905
3155,1,3,57,Suburban,0,507640.12244896474
3340,1,2,96,Rural,1,514843.36964996555
1020,3,1,15,Urban,1,215351.58665280972
3836,1,2,46,Urban,1,588027.7756518621
3637,1,2,61,Rural,0,577299.566044365
4411,3,1,90,Rural,1,734254.9160488761
1279,2,3,86,Urban,0,217198.7649636301
4674,1,2,39,Suburban,0,707046.4253782901
1735,3,1,2,Rural,0,317967.4008297192
1882,2,2,61,Rural,0,307532.61810246203
3692,3,3,47,Suburban,1,625268.6064337688
3675,1,2,44,Suburban,0,579810.6649300772
1853,5,3,85,Urban,0,399126.95954734733
4998,1,1,85,Urban,0,771487.0042419145
2684,5,2,91,Rural,0,495416.9179151234
4952,4,3,9,Rural,1,821979.6539870129
1348,1,1,2,Urban,0,205565.6749452522
4730,1,2,6,Suburban,0,741927.3716611615
2178,2,3,48,Urban,1,360734.00156708003
1278,1,2,78,Rural,1,218007.93857680706
1132,3,1,85,Urban,1,226885.85485338385
3558,3,1,65,Suburban,1,590090.8247164375
2994,5,2,78,Urban,1,554179.4405859294
2834,4,1,43,Suburban,0,507102.4518734274
4859,4,2,20,Suburban,1,814002.0074018696
988,4,1,29,Rural,0,222916.5454775148
2811,2,2,49,Suburban,0,448489.05042973807
747,1,3,71,Suburban,1,131618.05937336173
773,4,1,2,Suburban,1,183401.8959634071
3560,1,2,77,Suburban,1,556839.8400633993
3714,3,3,28,Urban,0,620410.0149655321
3449,5,1,28,Suburban,0,597691.9124508259
4914,3,3,3,Rural,0,809674.675462053
1357,1,3,73,Urban,0,228755.67804269548
4824,5,1,47,Suburban,1,816848.8144553321
1468,2,1,45,Suburban,1,261671.01287357663
2828,1,1,23,Urban,1,453153.31068712135
1234,5,1,80,Rural,0,273166.5262994414
3706,2,1,82,Rural,1,603720.9781406329
2939,4,2,58,Suburban,1,522486.3302218091
1730,4,3,5,Suburban,1,327341.8488161827
3845,2,3,9,Rural,1,630730.6872618215
714,4,1,44,Urban,1,191562.8125352097
1528,5,1,15,Suburban,1,336492.60165764904
1437,2,3,55,Rural,1,254840.20572531057
3567,3,2,1,Suburban,1,612490.3411029772
4826,5,1,88,Rural,0,824089.8007044209
4632,2,1,92,Urban,0,747015.5781194222
4171,5,3,47,Suburban,1,722834.348992523
3376,5,3,61,Rural,0,622716.461841831
2264,1,3,6,Urban,0,366190.048018414
655,4,1,72,Suburban,0,170558.8595010325
1382,3,3,3,Urban,1,279083.03643758205
833,4,1,6,Rural,0,187719.49590498567
2885,3,2,21,Urban,0,495312.1181253522
3480,2,1,5,Rural,1,553085.0675403819
3266,3,1,71,Suburban,0,537730.5984789842
4521,5,2,64,Suburban,0,789884.7802858424
1641,1,3,34,Rural,1,274967.4242446368
1643,4,2,16,Rural,0,322337.4298238148
2123,1,2,92,Urban,0,363187.36444152554
705,5,3,23,Suburban,1,213502.5177085345
4661,4,2,26,Rural,1,796907.3148912616
3299,4,3,32,Urban,1,568808.106138542
1812,1,3,41,Rural,1,284873.2338988174
2458,3,3,66,Suburban,0,420481.73902838666
1754,1,2,38,Urban,1,280920.21274901164
3953,1,1,37,Urban,0,601055.1310216611
4371,3,3,86,Suburban,1,709471.8394788718
4394,1,1,80,Suburban,0,680493.3206215324
1328,4,2,72,Urban,0,283861.28229919105
4787,1,2,77,Urban,1,748065.1555272724
521,5,2,88,Rural,0,184735.54011226655
3415,3,3,33,Suburban,0,577705.7446998827
1955,1,1,92,Suburban,1,301820.9161466307
2555,3,1,89,Suburban,0,437925.2117617399
2484,1,2,61,Rural,0,398224.89032718976
570,4,1,84,Urban,1,152329.0149297622
2346,1,3,31,Rural,1,378889.51952169434
3804,3,2,18,Rural,1,621535.3764690155
1241,2,3,76,Rural,0,227527.67076474745
1075,3,3,46,Urban,0,229359.51546695823
1749,3,3,27,Urban,1,333314.7441053951
854,3,2,45,Rural,0,205751.18177685
4804,5,1,38,Rural,1,819181.0385593119
2908,2,2,63,Suburban,0,485103.9602773334
659,5,1,38,Suburban,0,196387.3741795863
2596,1,1,56,Rural,0,422742.2817629811
2711,1,1,31,Urban,1,425414.96025685413
2674,1,2,39,Rural,1,420722.4265028199
2191,2,1,9,Urban,0,364826.54350723384
4839,4,2,70,Rural,1,814443.2376297152
4655,4,3,52,Urban,1,769910.9292759098
3258,2,2,41,Suburban,0,533302.801811816
2967,2,3,51,Suburban,0,481880.58292043855
640,5,1,74,Rural,1,195983.24873479138
1682,3,2,12,Suburban,0,303850.30434447597
4188,3,3,2,Suburban,0,696329.3204765529
2935,5,2,25,Urban,0,535146.3052611483
4266,1,1,97,Suburban,0,667005.8096496142
793,2,3,20,Rural,0,159180.83258193298
3296,3,3,14,Urban,0,547999.0979347986
4509,3,3,77,Suburban,0,735944.7051412112
3279,5,1,74,Rural,0,583547.2285730992
2565,1,3,15,Rural,0,400824.5576056326
2001,3,3,7,Urban,1,382211.23891040037
2096,4,2,57,Suburban,1,384542.07213167666
2613,1,3,30,Suburban,0,423082.5109030605
969,2,1,36,Urban,0,205626.01050352858
4855,3,3,12,Urban,0,789148.8325152008
500,2,3,81,Urban,0,120962.14484363065
3316,3,2,72,Suburban,1,553904.9246784857
535,2,2,58,Suburban,1,105103.46531326555
1962,2,2,17,Urban,1,345124.35539856454
2876,2,3,80,Urban,1,449415.61440601933
4103,2,3,92,Rural,1,658368.8618246668
2008,4,3,47,Rural,0,352643.41659061925
4296,5,1,8,Suburban,0,751686.5694733704
4539,2,2,55,Suburban,0,718895.4183257764
1453,4,3,80,Suburban,0,296978.98704968236
636,4,1,26,Rural,0,164428.70235676944
4274,1,2,95,Suburban,1,656422.9848464283
2411,5,3,49,Urban,0,461409.7590890167
4594,5,1,85,Suburban,1,786648.2550095137
961,3,2,56,Urban,1,190169.1621980999
4234,4,1,37,Urban,0,724755.4143733615
3431,3,3,29,Suburban,1,574890.0756093526
816,4,3,65,Rural,0,201044.8545916366
4497,1,3,43,Urban,0,696906.0140906759
977,5,3,67,Suburban,0,250456.3409774103
1180,1,1,37,Suburban,0,199015.8719454408
550,4,1,33,Suburban,0,171737.12850980318
673,4,1,84,Urban,1,187399.4851909831
4993,5,3,60,Rural,0,844707.391268877
4769,3,2,94,Urban,1,762128.5250029627
2935,1,3,57,Suburban,0,447373.82071139757
4745,4,3,26,Urban,0,779714.9178225545
4290,5,2,49,Suburban,1,748978.1231247835
3878,2,2,36,Rural,1,629542.1546758625
742,4,2,55,Rural,1,193850.90311418448
2200,2,1,38,Rural,1,368822.3538538972
1095,4,3,49,Rural,0,244475.77996128664
3170,2,3,41,Suburban,1,513315.55921474297
546,3,2,81,Rural,1,160049.13034553692
3483,3,1,45,Suburban,1,593390.0375512749
3446,3,2,10,Urban,0,565011.5919131002
1585,5,2,97,Suburban,1,326374.45166126784
1568,1,3,93,Urban,1,231785.11483251536
1160,1,1,59,Suburban,1,192153.9810066654
4057,2,2,69,Suburban,0,642590.4188803296
1752,1,3,91,Suburban,1,279770.2622263762
1476,3,2,83,Suburban,0,289397.2365511474
1971,5,1,12,Urban,1,397780.0948456784
654,3,2,68,Suburban,0,162015.9698345069
3622,1,3,48,Suburban,1,568956.6913367489
2816,5,1,71,Rural,0,516513.5464916197
3238,5,1,19,Rural,0,560952.8483772672
4108,2,3,69,Urban,0,674539.1610578138
1464,3,1,34,Suburban,0,267227.6445427157
3291,4,3,86,Suburban,0,577219.488715648
1386,3,2,46,Suburban,1,270639.3529622292
4534,5,3,14,Rural,0,789076.1837495641
4872,1,2,15,Urban,1,737410.268248315
4906,4,2,55,Urban,1,815826.9092147902
1188,1,1,93,Suburban,0,176871.3920490584
3601,5,2,13,Suburban,1,634116.4986428185
2360,4,2,70,Rural,0,437848.8412484978
2382,3,1,77,Rural,1,403084.6139201027
4626,4,1,31,Rural,0,774719.7421333782
813,4,1,40,Suburban,1,204865.21304769244
4732,5,3,28,Suburban,1,797124.7629059881
1050,4,1,0,Rural,1,255434.2388810202
1228,1,2,64,Rural,0,205760.76357000796
1313,1,1,19,Rural,0,211897.93036077847
2900,3,2,28,Rural,0,491815.6460025517
4893,3,2,1,Urban,0,773522.8659380433
4194,5,1,43,Suburban,0,731298.250677924
4905,4,3,71,Rural,0,805519.3595793694
4976,5,3,43,Urban,1,855785.8107302148
1594,3,3,96,Rural,1,294525.5027600173
1439,4,3,22,Suburban,1,300546.71717157715
1288,4,2,34,Suburban,1,274513.2876818285
4054,3,3,44,Rural,1,664841.7839541322
1884,4,3,43,Rural,0,364448.1079091537
4661,3,3,14,Urban,0,791805.3977160257
686,5,1,41,Suburban,1,207459.35154289057
3096,4,2,90,Urban,0,541280.2030991664
1837,3,1,85,Rural,0,329459.85989571636
1035,4,1,47,Urban,1,223234.03746382403
827,5,1,35,Rural,0,228314.38129697007
3385,1,3,8,Rural,0,530131.4169436932
3037,4,2,50,Rural,1,555669.411934026
885,1,2,88,Urban,0,169792.59691451248
900,5,1,80,Urban,1,233938.4535546503
1510,5,2,84,Rural,1,332254.9439893236
554,3,1,17,Rural,0,140028.5573428916
4970,5,3,81,Urban,0,845649.8748281306
4573,2,2,34,Urban,0,715554.4105265039
2047,2,2,8,Rural,0,346606.60660246137
1979,4,3,30,Suburban,0,372600.63104544743
2607,4,3,78,Rural,0,467755.09300373093
3893,5,1,99,Rural,1,698695.1148664014
1898,3,1,56,Rural,1,337471.4128137424
1715,1,2,82,Rural,1,273557.97973205644
3786,1,3,11,Rural,0,589333.6655000406
2889,1,1,86,Rural,0,455375.1659169921
1442,4,1,21,Urban,1,293687.3299441453
2832,1,1,56,Suburban,0,450274.5926393363
2604,5,3,60,Suburban,0,473773.44460353133
1912,3,2,65,Rural,1,341955.9315577353
1155,4,3,65,Rural,0,247579.29166009717
2755,4,3,53,Suburban,1,488319.8108457282
1094,2,2,33,Suburban,0,205152.67348513278
4557,5,1,75,Rural,1,794539.5254828958
3228,5,2,90,Suburban,1,578573.1510502268
3042,4,3,53,Urban,0,532907.448422689
3932,1,1,0,Suburban,1,607246.8653922891
3125,1,2,77,Urban,1,496258.0867455514
2471,3,3,70,Suburban,0,419213.6811183084
4488,3,2,97,Rural,0,727241.9586016168
3630,1,3,94,Urban,1,566228.5889287593
1970,2,1,4,Urban,1,334165.99953362637
895,1,3,93,Urban,1,158566.2696825542
891,3,2,7,Rural,1,193316.8219386804
2983,3,1,39,Suburban,1,504842.682147818
4576,5,1,38,Urban,1,793541.0958071855
2046,2,2,14,Urban,1,365715.8035340865
4572,2,1,65,Suburban,0,738100.7287621839
4422,5,2,73,Rural,1,755235.1032795613
2052,4,3,54,Urban,1,380122.1899923156
2027,3,3,26,Rural,0,355019.3751153351
4392,4,3,42,Rural,1,733774.1888985957
3631,3,1,57,Suburban,0,613308.8230730434
938,2,3,86,Urban,0,174075.15357675144
4094,4,1,87,Suburban,0,687294.795363611
3507,1,2,3,Urban,1,546627.3916732783
4340,2,2,13,Rural,0,695719.9203349458
3352,2,3,99,Suburban,0,550223.1105560665
1867,1,2,6,Suburban,1,290065.624791334
4262,5,2,77,Suburban,0,757192.4360496019
1607,4,3,90,Suburban,1,323931.35564564966
4777,2,2,35,Urban,0,767230.4239386725
1884,1,3,24,Rural,1,278514.5617694168
1546,5,2,37,Rural,0,348267.22388613527
3803,3,2,93,Rural,1,639481.6683129373
1281,4,2,82,Rural,0,276775.5394228028
4425,4,2,85,Suburban,0,748137.7028966622
4676,1,2,94,Rural,0,717978.3332805216
4517,2,1,52,Rural,0,729605.0047958618
1822,2,2,47,Rural,1,300813.7399398584
995,3,1,37,Suburban,0,215159.18233025778
775,1,2,26,Rural,0,126646.67166985176
567,4,3,80,Rural,0,158066.98006648888
1710,4,3,93,Urban,0,313469.35129542527
4407,2,3,20,Urban,1,714202.9390441991
3547,5,1,77,Rural,0,638547.5784264655
1532,4,1,77,Suburban,0,315119.96125919995
3683,4,1,59,Rural,0,647071.316555655
4163,3,2,63,Urban,0,676609.9128380142
2942,1,2,53,Rural,1,476242.47042876104
3154,3,3,15,Rural,1,542273.5479847568
1703,1,2,47,Urban,0,277076.3824112916
1580,1,2,83,Suburban,0,262155.96981447143
4910,4,2,31,Suburban,0,782630.0751768277
2188,5,3,93,Rural,1,438790.8589199957
4099,3,3,69,Urban,0,679379.5953878718
4917,1,1,62,Suburban,1,761535.817747598
2679,3,2,17,Rural,0,455556.2313711784
3813,3,1,4,Urban,1,623701.094976061
3018,2,3,26,Suburban,1,488372.5494146563
3185,4,1,34,Urban,0,584950.794166836
673,2,2,1,Urban,1,138350.05999328423
942,5,2,32,Urban,0,224959.7335193238
2497,4,1,55,Rural,1,452741.29931419715
4848,4,3,86,Rural,0,818944.5081490725
4289,3,3,29,Rural,1,698020.5599073789
1788,2,2,82,Rural,1,285950.0201728944
580,2,2,41,Rural,0,127956.49387305164
4209,3,2,47,Urban,0,693299.3005384083
2088,1,1,10,Suburban,0,315708.6071080337
2737,3,2,80,Urban,0,454804.2767217513
4558,2,1,7,Urban,0,729114.1445981764
4551,5,2,35,Suburban,1,794082.76107707
2875,4,1,65,Urban,1,500980.29038605717
3971,1,3,8,Urban,1,622255.0417728742
4628,1,2,25,Rural,0,728029.9413468515
1018,2,2,12,Rural,1,193028.5103527755
4272,1,3,32,Rural,1,658128.6239950717
3854,5,1,65,Rural,1,675305.8944374904
4815,5,2,65,Urban,1,822649.7839267398
2536,5,1,48,Urban,0,480923.8585141413
4705,2,2,61,Urban,1,744786.730834102
2062,5,3,74,Urban,1,420155.93516691175
2530,2,1,94,Suburban,0,421837.9787586311
3341,3,3,43,Suburban,1,562900.9689895156
4987,3,2,89,Rural,0,803685.0720454428
3811,4,1,64,Rural,0,658908.8579763453
2204,5,1,70,Suburban,0,429266.0022466324
3698,5,1,54,Urban,1,652120.1272330979
601,1,3,89,Rural,0,95282.97296995323
4629,2,1,31,Rural,0,743672.1180078804
2204,1,3,56,Urban,0,331831.78537025634
3806,4,3,67,Rural,1,641801.7154741004
4768,4,2,49,Rural,0,775808.3335107528
2192,4,1,7,Rural,0,414612.9478921676
3419,4,3,61,Rural,0,598698.7328735405
2252,1,1,91,Rural,0,369611.0853430236
3545,4,2,81,Rural,1,622010.3207769762
1746,4,1,69,Rural,1,332541.60042029497
725,4,3,29,Suburban,0,176842.69570474132
1523,2,3,57,Rural,1,256243.9035681571
4392,1,1,11,Suburban,1,696817.2111805405
2620,2,3,70,Suburban,1,439680.39458209503
4884,4,2,87,Urban,1,797397.5834447704
4613,5,3,23,Suburban,0,788593.409600582
4971,5,2,26,Rural,0,831521.4106181102
4301,2,2,23,Urban,0,688888.7485420568
1449,5,2,70,Urban,0,320752.9050827829
3241,5,1,39,Rural,1,591467.4308732598
675,5,1,43,Rural,0,185780.31162811024
1326,1,2,37,Suburban,0,231076.05232990236
971,5,3,47,Suburban,0,238414.18606004026
3254,2,3,33,Suburban,0,529260.110836596
1107,5,2,46,Rural,1,261927.55476315023
4566,4,3,71,Urban,0,776814.9693754216
663,1,1,38,Urban,0,112582.45044802687
4151,5,1,62,Urban,1,719462.7246636599
3296,5,3,62,Rural,1,598032.5712858398
3748,2,2,16,Urban,1,595313.2029297666
4508,4,3,54,Urban,1,753382.6093575812
2012,5,3,84,Urban,1,414214.88857512583
2385,2,1,63,Suburban,0,407665.96882536396
2492,1,3,89,Urban,1,391935.47884254984
1679,3,3,72,Urban,1,320855.8293598116
2755,1,3,79,Suburban,0,452091.00830781274
1254,4,2,11,Urban,1,275132.4323452708
2223,2,1,92,Suburban,0,381263.3666185904
1822,2,2,75,Urban,0,304445.8575312439
3280,4,2,80,Rural,0,561600.0289269252
3890,3,3,24,Suburban,0,661158.0091441433
3067,2,1,54,Suburban,0,502386.1466623611
4974,5,3,83,Suburban,0,844953.0156101938
3752,3,2,30,Urban,0,618391.8479829303
3152,5,1,99,Suburban,0,574551.0119746911
3415,3,1,85,Urban,1,570214.8066549652
756,5,1,17,Rural,0,194647.13941218538
814,2,1,19,Urban,1,163925.74406025078
1358,5,3,28,Urban,1,315117.5088825189
2032,1,3,40,Suburban,0,334584.9906856903
3088,3,3,90,Suburban,0,509212.73304365174
3655,4,3,71,Rural,0,643946.254825917
4604,1,1,75,Rural,0,707516.2873244074
1984,5,1,83,Rural,1,391047.3404205314
3764,1,3,30,Suburban,1,577897.5101789818
2537,5,1,41,Rural,1,470078.9595471915
3259,1,3,40,Urban,1,508066.56473623525
4353,3,3,27,Rural,1,716294.1666763204
1846,1,2,41,Urban,0,289489.29656199366
4033,1,3,36,Urban,0,636503.9661339774
3644,2,2,31,Urban,0,589371.1804716389
3659,2,1,64,Urban,0,582532.2840817287
1350,1,3,95,Rural,1,236520.37717024866
3938,5,1,65,Rural,0,701636.2834696509
3189,5,3,80,Rural,0,561339.2387229477
1343,4,2,52,Rural,1,277576.3016773886
1140,4,1,52,Rural,0,244174.0385916908
3830,1,3,72,Suburban,1,609666.544096933
2337,5,1,58,Urban,1,438829.1241486554
1004,2,1,42,Rural,1,191172.74781255302
1102,2,2,10,Urban,0,225926.9883880185
3705,5,2,64,Suburban,0,651652.6525291757
543,5,2,98,Rural,1,174724.77547524165
1525,3,3,33,Suburban,1,293619.9518622381
3130,4,1,73,Rural,1,548655.520199942
3665,5,3,29,Rural,1,645381.7932080391
867,5,1,51,Suburban,1,232008.22393165718
2588,1,1,18,Rural,1,392712.04362293193
1353,2,3,96,Urban,1,247570.7557278449
3023,2,2,38,Urban,1,487328.7063837265
539,4,1,19,Urban,1,155519.09038736997
3820,5,2,2,Suburban,1,665285.2610971649
4135,5,3,0,Urban,1,719081.0198717882
4861,5,3,23,Suburban,0,825682.5139716421
2703,2,3,36,Suburban,1,431056.0663276406
2291,5,1,98,Rural,0,425336.23784902226
3400,2,3,23,Urban,0,560222.3297554614
4871,3,1,93,Rural,1,801268.5770223936
3185,3,3,32,Suburban,0,552521.1587063483
1172,2,2,99,Rural,1,218967.3976989372
2833,4,1,11,Rural,0,521865.8968117517
851,2,3,92,Urban,0,169129.9543900966
1593,2,3,19,Urban,0,275996.56514342164
1326,3,2,4,Rural,0,243280.2050664269
4150,3,2,73,Suburban,1,671392.0527633334
1612,2,3,0,Rural,1,271700.7971398616
2674,2,3,82,Suburban,1,438583.8819550016
2295,5,3,77,Suburban,1,429371.91226046253
3152,2,3,37,Urban,0,508544.38279062964
4533,3,1,97,Suburban,0,739690.6086290173
3758,5,3,34,Suburban,0,656477.4749818445
4401,1,2,45,Rural,0,678655.9221111346
4041,5,1,74,Rural,0,695110.3758106653
4736,2,1,55,Rural,0,753399.0045360804
1244,2,2,8,Rural,1,211858.38284432486
4190,3,2,61,Rural,1,671543.8613063106
4641,2,3,89,Suburban,1,743495.2844192685
879,2,2,14,Urban,1,178270.84214649376
1353,2,1,94,Rural,0,259826.6512231651
4543,5,2,5,Urban,0,763004.0814854547
1219,4,1,51,Suburban,0,239468.5196504034
4031,5,1,8,Rural,0,704731.4942675075
3463,4,2,38,Rural,0,595657.3075235628
1236,4,2,9,Rural,0,266026.88661512587
882,2,2,26,Rural,1,175480.51693259054
2625,4,3,17,Urban,0,453436.6409799317
1927,2,3,60,Rural,1,323176.55517763546
1403,2,2,26,Rural,1,264772.8257441374
4296,4,1,44,Rural,1,724896.8437188384
1242,3,2,64,Urban,1,247011.1993508895
2920,2,3,17,Rural,0,473962.30813891557
4842,2,1,24,Rural,1,766048.0405171714
2638,1,2,42,Rural,1,403813.1802816163
635,5,1,54,Rural,1,193968.26855253894
4015,2,2,17,Urban,1,634225.9323058362
3383,4,2,52,Urban,1,570801.4703854288
4025,5,1,66,Urban,1,703167.1839849614
2072,3,3,34,Rural,0,355065.42313021276
3714,4,1,93,Rural,0,651012.0246235069
3142,3,2,67,Urban,1,528929.1412925288
3118,5,2,73,Urban,1,572568.5170274599
1131,4,3,63,Urban,1,244686.87643008362
4235,5,2,75,Rural,0,713847.1955325635
819,1,1,80,Rural,0,137161.31311146021
2302,1,3,9,Urban,1,342957.8723824978
1817,5,1,4,Suburban,1,356041.57054204476
3711,3,3,46,Urban,0,633026.7033399482
1621,4,2,74,Rural,1,323612.69490270416
3058,2,2,29,Suburban,1,492567.03424930235
1781,2,1,88,Suburban,1,303603.54999470996
3082,5,1,73,Rural,1,559296.4322319033
2313,5,2,9,Urban,0,432938.9097220268
2917,1,3,30,Suburban,0,459591.4094856857
2506,2,3,75,Urban,0,417010.7445543864
1927,1,1,54,Urban,0,311339.22049024707
2654,1,3,1,Urban,1,417938.98225096444
3557,1,1,47,Urban,0,563214.0601908194
4938,5,3,76,Urban,0,835504.2629078397
4414,2,3,92,Rural,0,701892.1906734012
4187,4,2,71,Urban,0,703794.5608625944
1518,1,2,98,Rural,0,244060.54336831393
1849,1,2,26,Suburban,1,295566.022451587
4923,3,3,33,Suburban,0,794308.8670322258
620,1,3,15,Rural,1,114060.73696713752
3385,3,2,95,Urban,1,558526.1379549922
790,5,2,29,Rural,1,219801.19446928977
3073,1,1,78,Suburban,1,472826.9612077917
4634,4,1,77,Rural,0,782802.6169264531
1851,2,3,79,Rural,1,306289.49432692013
3478,1,2,55,Suburban,0,543332.7651361623
4049,4,3,36,Suburban,1,696987.6130099484
4016,2,3,17,Suburban,1,639989.9411090261
1607,5,1,54,Rural,1,329773.88391500415
1589,4,3,23,Suburban,0,304500.20839495707
4870,4,2,65,Rural,0,808774.9004320934
757,4,1,33,Urban,0,188792.06723204267
949,1,2,13,Rural,0,159194.88334443627
4301,3,3,89,Suburban,0,707559.0070043972
4228,5,1,61,Suburban,1,731455.4942810717
1576,3,3,20,Urban,0,300897.1151607985
2266,4,2,77,Suburban,0,432396.1810802393
901,4,1,42,Suburban,1,231143.9436061045
1098,3,2,86,Suburban,0,222216.34278049177
612,2,1,52,Rural,0,124616.66495372172
2527,2,1,93,Suburban,1,424992.09768065705
1481,4,3,4,Suburban,0,298478.7361142852
1013,2,1,94,Urban,1,192224.24788999432
3888,3,3,6,Rural,1,640922.3586199224
2044,1,3,92,Rural,1,315859.2697868385
1280,3,2,61,Suburban,0,252085.3830787493
1364,5,1,95,Suburban,0,311834.8413614238
1883,2,2,57,Suburban,1,313729.2961105883
3289,5,3,51,Urban,0,586885.2455973802
2849,4,1,8,Urban,0,499420.996704884
696,4,2,56,Rural,0,183321.15081232906
1376,4,1,75,Rural,0,287392.49600076757
3888,4,3,47,Urban,1,680366.8676806296
2491,5,3,12,Urban,0,476707.03648768517
2485,4,3,37,Rural,0,457084.59351224
2778,2,1,50,Suburban,0,450843.1263955523
3103,1,3,98,Suburban,1,482816.9507943099
1079,2,1,97,Rural,0,203756.1697691199
2019,2,2,37,Rural,1,324151.4540933041
3780,3,3,46,Suburban,1,633021.9722723695
3268,5,1,65,Suburban,0,609043.9584889967
2398,4,3,37,Suburban,1,437614.77918983105
2500,5,1,27,Suburban,0,482816.41235019005
3226,5,2,21,Urban,1,592419.9246197125
2754,2,3,79,Urban,1,451028.3209724401
802,2,2,75,Suburban,0,162676.17758413975
933,3,3,99,Rural,0,197429.31775363153
1186,1,3,59,Suburban,0,193446.44670495304
828,3,3,53,Rural,1,195312.58560505058
3519,1,1,22,Urban,0,538228.1599188229
2131,4,3,33,Urban,0,388430.17805892596
3865,4,2,64,Urban,0,664933.4209391008
2170,2,1,93,Rural,0,382235.6728427738
2689,2,2,59,Rural,0,442446.1885269639
2388,2,3,45,Urban,0,413655.9915190816
3390,1,1,98,Suburban,1,521794.1508754936
2273,1,1,47,Rural,0,352144.4028093807
2637,4,1,22,Urban,0,455624.0454551981
1055,1,2,32,Suburban,1,172385.0329359227
1929,3,3,70,Suburban,1,366987.0540469289
2482,3,1,87,Urban,1,422820.75608794985
2737,4,3,7,Urban,1,493004.03104101255
755,1,3,90,Rural,1,134800.9985754937
2854,1,3,5,Suburban,0,442781.1558812542
4542,2,2,50,Urban,1,725246.8948578546
2327,4,3,40,Suburban,0,433138.1718046349
4283,3,2,62,Rural,0,702921.7765477106
1936,1,2,11,Rural,0,302307.2820027543
4727,3,1,27,Rural,1,782099.3992900372
3542,3,2,55,Rural,1,596415.2668182537
1369,3,2,4,Urban,0,261009.56811605775
2024,2,3,44,Suburban,0,347854.94628343266
2166,5,3,51,Suburban,0,422618.75555885077
2694,5,3,98,Suburban,0,510711.2590859987
4743,5,3,28,Rural,0,813277.468079171
3909,5,1,27,Rural,0,675225.0728814316
3844,5,3,95,Urban,1,688486.217958321
3994,2,2,31,Suburban,0,630019.0995815746
4092,2,3,39,Rural,1,664031.3532865283
1059,1,3,70,Rural,0,176085.45975364908
1991,2,3,24,Suburban,1,346593.06350233784
1087,5,1,56,Suburban,0,246853.28234041584
